Price hub,Trade date,Delivery start date,Delivery end date,High price $/MWh,Low price $/MWh,Contract Avg Price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
ERCOT North 345KV Peak,04/01/2018,01/05/18,01/05/18,42.00,36.00,39.00,16.00,"1,600",2,4
ERCOT North 345KV Peak,11/01/2018,01/12/18,01/12/18,34.00,34.00,34.00,-5.00,800,1,2
ERCOT North 345KV Peak,15/01/2018,01/16/18,01/16/18,80.00,75.00,77.50,43.50,"1,600",2,4
ERCOT North 345KV Peak,18/01/2018,01/19/18,01/19/18,31.00,31.00,31.00,-46.5,800,1,2
ERCOT North 345KV Peak,22/01/2018,01/23/18,01/23/18,27.50,27.25,27.38,-3.62,"1,600",2,3
ERCOT North 345KV Peak,24/01/2018,01/25/18,01/25/18,26.00,25.75,25.92,-1.46,"2,400",3,3
ERCOT North 345KV Peak,25/01/2018,01/26/18,01/26/18,25.25,25.00,25.13,-0.79,"1,600",2,3
ERCOT North 345KV Peak,29/01/2018,01/30/18,01/30/18,26.00,26.00,26.00,0.87,"2,400",3,3
ERCOT North 345KV Peak,01/02/2018,02/02/18,02/02/18,25.50,25.00,25.25,-0.75,"5,600",6,5
ERCOT North 345KV Peak,06/02/2018,02/07/18,02/07/18,27.00,25.50,26.25,1.00,"3,200",4,3
ERCOT North 345KV Peak,08/02/2018,02/09/18,02/09/18,21.50,21.50,21.50,-4.75,"9,600",4,4
ERCOT North 345KV Peak,16/02/2018,02/19/18,02/19/18,22.00,20.25,21.19,-0.31,"12,800",15,7
ERCOT North 345KV Peak,20/02/2018,02/21/18,02/21/18,26.00,24.75,25.40,4.21,"4,000",5,4
ERCOT North 345KV Peak,21/02/2018,02/22/18,02/22/18,33.00,32.50,32.90,7.50,"4,800",6,5
ERCOT North 345KV Peak,22/02/2018,02/23/18,02/23/18,26.00,26.00,26.00,-6.90,"2,400",3,4
ERCOT North 345KV Peak,23/02/2018,02/26/18,02/26/18,26.00,26.00,26.00,0.00,"1,600",2,2
ERCOT North 345KV Peak,26/02/2018,02/27/18,02/27/18,23.00,22.75,22.91,-3.09,"8,800",3,4
ERCOT North 345KV Peak,02/03/2018,03/05/18,03/05/18,25.75,24.50,25.15,2.24,"9,600",12,6
ERCOT North 345KV Peak,05/03/2018,03/06/18,03/06/18,28.00,28.00,28.00,2.85,800,1,2
ERCOT North 345KV Peak,06/03/2018,03/07/18,03/07/18,29.75,29.75,29.75,1.75,800,1,2
ERCOT North 345KV Peak,09/03/2018,03/12/18,03/12/18,28.00,28.00,28.00,-1.75,800,1,2
ERCOT North 345KV Peak,12/03/2018,03/13/18,03/13/18,31.00,30.00,30.42,2.42,"7,200",9,4
ERCOT North 345KV Peak,16/03/2018,03/19/18,03/19/18,26.00,26.00,26.00,-4.42,800,1,2
ERCOT North 345KV Peak,19/03/2018,03/20/18,03/20/18,26.50,26.50,26.50,0.50,800,1,2
ERCOT North 345KV Peak,21/03/2018,03/22/18,03/22/18,24.00,24.00,24.00,-2.50,"1,600",2,3
ERCOT North 345KV Peak,26/03/2018,03/27/18,03/27/18,30.50,30.50,30.50,6.50,800,1,2
ERCOT North 345KV Peak,27/03/2018,03/28/18,03/28/18,30.50,30.50,30.50,0.00,"10,400",12,8
ERCOT North 345KV Peak,28/03/2018,03/29/18,03/29/18,29.00,29.00,29.00,-1.50,"4,000",5,6
ERCOT North 345KV Peak,29/03/2018,03/30/18,03/30/18,26.50,26.50,26.50,-2.50,"3,200",1,2
ERCOT North 345KV Peak,04/04/2018,04/05/18,04/05/18,27.00,27.00,27.00,0.50,800,1,2
ERCOT North 345KV Peak,09/04/2018,04/10/18,04/10/18,31.00,30.00,30.50,3.50,"1,600",2,3
ERCOT North 345KV Peak,11/04/2018,04/12/18,04/12/18,25.00,24.50,24.60,-5.90,"4,000",3,2
ERCOT North 345KV Peak,13/04/2018,04/16/18,04/16/18,26.00,25.00,25.67,1.07,"2,400",3,4
ERCOT North 345KV Peak,16/04/2018,04/17/18,04/17/18,28.00,28.00,28.00,2.33,"1,600",2,2
ERCOT North 345KV Peak,17/04/2018,04/18/18,04/18/18,32.00,31.50,31.90,3.90,"4,000",5,4
ERCOT North 345KV Peak,20/04/2018,04/23/18,04/23/18,29.25,29.00,29.17,-2.73,"2,400",3,4
ERCOT North 345KV Peak,23/04/2018,04/24/18,04/24/18,32.00,31.50,31.64,2.47,"5,600",6,4
ERCOT North 345KV Peak,25/04/2018,04/26/18,04/26/18,28.00,28.00,28.00,-3.64,800,1,2
ERCOT North 345KV Peak,30/04/2018,05/01/18,05/01/18,27.50,27.50,27.50,-0.50,"5,600",6,4
ERCOT North 345KV Peak,01/05/2018,05/02/18,05/02/18,31.00,30.75,30.87,3.37,"2,400",3,4
ERCOT North 345KV Peak,02/05/2018,05/03/18,05/03/18,32.00,31.50,31.75,0.88,"1,600",2,3
ERCOT North 345KV Peak,07/05/2018,05/08/18,05/08/18,32.50,32.50,32.50,0.75,800,1,2
ERCOT North 345KV Peak,18/05/2018,05/21/18,05/21/18,43.00,43.00,43.00,10.50,800,1,2
ERCOT North 345KV Peak,01/06/2018,06/04/18,06/04/18,43.00,43.00,43.00,0.00,"5,600",7,4
ERCOT North 345KV Peak,05/06/2018,06/06/18,06/06/18,42.00,41.00,41.50,-1.50,"1,600",2,3
ERCOT North 345KV Peak,07/06/2018,06/08/18,06/08/18,37.00,37.00,37.00,-4.50,"1,600",2,2
Indiana Hub RT Peak,03/01/2018,01/04/18,01/04/18,100.00,90.00,94.51,29.51,"7,200",9,12
Indiana Hub RT Peak,04/01/2018,01/05/18,01/05/18,150.00,130.00,136.30,41.79,"18,400",23,15
Indiana Hub RT Peak,10/01/2018,01/11/18,01/11/18,27.25,27.25,27.25,-7.75,800,1,2
Indiana Hub RT Peak,11/01/2018,01/12/18,01/12/18,37.00,36.50,36.86,9.61,"6,400",8,9
Indiana Hub RT Peak,16/01/2018,01/17/18,01/17/18,73.90,68.00,70.79,33.93,"5,600",7,9
Indiana Hub RT Peak,17/01/2018,01/18/18,01/18/18,47.50,46.00,46.96,-23.83,"4,800",6,8
Indiana Hub RT Peak,19/01/2018,01/22/18,01/22/18,29.00,29.00,29.00,-17.96,800,1,2
Indiana Hub RT Peak,22/01/2018,01/23/18,01/23/18,28.50,28.50,28.50,-0.50,800,1,2
Indiana Hub RT Peak,23/01/2018,01/24/18,01/24/18,30.50,30.50,30.50,2.00,800,1,2
Indiana Hub RT Peak,24/01/2018,01/25/18,01/25/18,32.15,32.15,32.15,1.65,800,1,2
Indiana Hub RT Peak,25/01/2018,01/26/18,01/26/18,27.65,27.65,27.65,-4.50,800,1,2
Indiana Hub RT Peak,26/01/2018,01/29/18,01/29/18,33.15,33.00,33.08,5.43,"1,600",2,2
Indiana Hub RT Peak,29/01/2018,01/30/18,01/30/18,36.00,35.85,35.93,2.85,"1,600",2,4
Indiana Hub RT Peak,30/01/2018,01/31/18,01/31/18,35.75,35.75,35.75,-0.18,800,1,2
Indiana Hub RT Peak,31/01/2018,02/01/18,02/01/18,34.25,33.50,33.75,-2.00,"2,400",3,5
Indiana Hub RT Peak,01/02/2018,02/02/18,02/02/18,38.50,38.45,38.48,4.73,"1,600",2,4
Indiana Hub RT Peak,02/02/2018,02/05/18,02/05/18,36.50,36.50,36.50,-1.98,800,1,2
Indiana Hub RT Peak,05/02/2018,02/06/18,02/06/18,31.50,30.75,31.17,-5.33,"2,400",3,6
Indiana Hub RT Peak,06/02/2018,02/07/18,02/07/18,32.75,32.50,32.63,1.46,"1,600",2,4
Indiana Hub RT Peak,07/02/2018,02/08/18,02/08/18,32.70,32.70,32.70,0.07,800,1,2
Indiana Hub RT Peak,08/02/2018,02/09/18,02/09/18,28.75,28.75,28.75,-3.95,800,1,2
Indiana Hub RT Peak,09/02/2018,02/12/18,02/12/18,29.75,29.75,29.75,1.00,800,1,2
Indiana Hub RT Peak,12/02/2018,02/13/18,02/13/18,28.30,28.30,28.30,-1.45,800,1,2
Indiana Hub RT Peak,16/02/2018,02/19/18,02/19/18,28.00,26.00,27.10,-1.20,"6,400",8,8
Indiana Hub RT Peak,22/02/2018,02/23/18,02/23/18,30.00,30.00,30.00,2.90,800,1,2
Indiana Hub RT Peak,26/02/2018,02/27/18,02/27/18,37.00,37.00,37.00,7.00,800,1,2
Indiana Hub RT Peak,27/02/2018,02/28/18,02/28/18,33.00,33.00,33.00,-4.00,800,1,2
Indiana Hub RT Peak,28/02/2018,03/01/18,03/01/18,36.50,36.50,36.50,3.50,"1,600",2,3
Indiana Hub RT Peak,01/03/2018,03/02/18,03/02/18,31.00,31.00,31.00,-5.50,"1,600",2,3
Indiana Hub RT Peak,12/03/2018,03/13/18,03/13/18,33.75,33.75,33.75,2.75,800,1,2
Indiana Hub RT Peak,16/08/2018,08/17/18,08/17/18,39.00,39.00,39.00,3.00,"1,600",2,3
Indiana Hub RT Peak,24/08/2018,08/27/18,08/27/18,43.00,43.00,43.00,4.00,800,1,2
Indiana Hub RT Peak,29/08/2018,08/30/18,08/30/18,31.65,31.65,31.65,-11.35,800,1,2
Indiana Hub RT Peak,30/08/2018,08/31/18,08/31/18,31.05,30.75,30.85,-0.80,"2,400",3,3
Indiana Hub RT Peak,04/09/2018,09/05/18,09/05/18,49.00,46.25,47.88,17.03,"4,800",6,6
Indiana Hub RT Peak,06/09/2018,09/07/18,09/07/18,30.55,30.00,30.28,-17.60,"1,600",2,3
Indiana Hub RT Peak,07/09/2018,09/10/18,09/10/18,32.40,32.00,32.20,1.92,"1,600",2,3
Indiana Hub RT Peak,11/09/2018,09/12/18,09/12/18,31.85,31.50,31.70,-0.50,"2,400",3,4
Indiana Hub RT Peak,12/09/2018,09/13/18,09/13/18,36.30,36.00,36.15,4.45,"2,400",3,4
Indiana Hub RT Peak,13/09/2018,09/14/18,09/14/18,42.90,42.35,42.55,6.40,"2,400",3,3
Indiana Hub RT Peak,14/09/2018,09/17/18,09/17/18,51.50,46.00,49.42,6.87,"14,400",18,10
Indiana Hub RT Peak,17/09/2018,09/18/18,09/18/18,59.25,58.00,58.88,9.46,"4,800",6,8
Indiana Hub RT Peak,18/09/2018,09/19/18,09/19/18,51.75,51.00,51.56,-7.32,"3,200",4,6
Indiana Hub RT Peak,19/09/2018,09/20/18,09/20/18,63.50,63.50,63.50,11.94,"13,600",16,6
Indiana Hub RT Peak,20/09/2018,09/21/18,09/21/18,43.90,43.05,43.45,-20.05,"2,400",3,4
Indiana Hub RT Peak,28/09/2018,10/01/18,10/01/18,43.40,42.00,42.80,-0.65,"2,400",3,5
Indiana Hub RT Peak,01/10/2018,10/02/18,10/02/18,44.40,44.00,44.20,1.4,"1,600",2,3
Indiana Hub RT Peak,02/10/2018,10/03/18,10/03/18,62.35,57.00,59.88,15.68,"12,800",16,16
Indiana Hub RT Peak,03/10/2018,10/04/18,10/04/18,44.75,44.75,44.75,-15.13,800,1,2
Indiana Hub RT Peak,05/10/2018,10/08/18,10/08/18,60.40,55.00,58.15,13.4,"4,000",5,8
Indiana Hub RT Peak,08/10/2018,10/09/18,10/09/18,70.35,65.00,68.47,10.32,"8,800",11,11
Indiana Hub RT Peak,10/10/2018,10/11/18,10/11/18,36.75,36.75,36.75,-31.72,800,1,2
Indiana Hub RT Peak,12/10/2018,10/15/18,10/15/18,36.50,36.50,36.50,-0.25,800,1,2
Indiana Hub RT Peak,30/10/2018,10/31/18,10/31/18,34.95,34.50,34.73,-1.77,"1,600",2,4
Indiana Hub RT Peak,31/10/2018,11/01/18,11/01/18,37.00,37.00,37.00,2.27,"1,600",2,4
Indiana Hub RT Peak,01/11/2018,11/02/18,11/02/18,36.00,36.00,36.00,-1.00,"1,600",2,4
Indiana Hub RT Peak,02/11/2018,11/05/18,11/05/18,37.90,37.50,37.60,1.60,"3,200",4,5
Indiana Hub RT Peak,05/11/2018,11/06/18,11/06/18,34.50,34.50,34.50,-3.10,800,1,2
Indiana Hub RT Peak,07/11/2018,11/08/18,11/08/18,41.25,40.50,40.94,6.44,"5,600",7,8
Indiana Hub RT Peak,12/11/2018,11/13/18,11/13/18,48.45,48.00,48.23,7.29,"1,600",2,3
Indiana Hub RT Peak,14/11/2018,11/15/18,11/15/18,48.45,48.45,48.45,0.22,800,1,2
Indiana Hub RT Peak,26/11/2018,11/27/18,11/27/18,50.25,50.00,50.13,1.68,"1,600",2,3
Indiana Hub RT Peak,27/11/2018,11/28/18,11/28/18,47.50,47.50,47.50,-2.63,800,1,2
Indiana Hub RT Peak,28/11/2018,11/29/18,11/29/18,43.00,43.00,43.00,-4.50,800,1,2
Mid C Peak,03/01/2018,01/04/18,01/04/18,35.75,28.75,31.15,-3.06,"24,000",59,19
Mid C Peak,04/01/2018,01/05/18,01/06/18,23.50,22.00,23.13,-8.02,"54,400",65,15
Mid C Peak,05/01/2018,01/08/18,01/08/18,25.15,23.75,24.36,1.23,"34,000",85,19
Mid C Peak,09/01/2018,01/10/18,01/10/18,21.00,19.00,20.22,-0.05,"28,400",67,16
Mid C Peak,10/01/2018,01/11/18,01/12/18,21.00,19.75,20.51,0.29,"72,800",84,22
Mid C Peak,11/01/2018,01/13/18,01/13/18,23.00,20.00,21.25,0.74,"39,600",96,17
Mid C Peak,12/01/2018,01/15/18,01/16/18,25.00,23.00,24.15,2.90,"54,400",66,17
Mid C Peak,16/01/2018,01/17/18,01/17/18,23.00,21.50,22.25,-1.90,"32,400",74,16
Mid C Peak,17/01/2018,01/18/18,01/18/18,21.00,20.00,20.66,-1.59,"45,200",99,18
Mid C Peak,18/01/2018,01/19/18,01/20/18,20.50,19.75,20.26,-0.40,"68,000",83,15
Mid C Peak,19/01/2018,01/22/18,01/22/18,23.00,21.50,21.74,1.48,"34,400",86,17
Mid C Peak,22/01/2018,01/23/18,01/23/18,24.75,23.00,23.65,1.91,"36,000",89,18
Mid C Peak,23/01/2018,01/24/18,01/24/18,22.00,21.50,21.84,-1.81,"25,600",64,17
Mid C Peak,24/01/2018,01/25/18,01/25/18,21.75,20.75,21.36,-0.48,"31,200",70,17
Mid C Peak,25/01/2018,01/26/18,01/27/18,20.00,18.75,19.39,-1.97,"41,600",51,17
Mid C Peak,26/01/2018,01/29/18,01/29/18,21.25,19.50,20.18,0.79,"27,200",59,16
Mid C Peak,29/01/2018,01/30/18,01/30/18,17.00,15.00,16.00,-4.18,"40,000",88,17
Mid C Peak,30/01/2018,01/31/18,01/31/18,22.00,19.50,20.38,4.38,"38,800",91,19
Mid C Peak,31/01/2018,02/01/18,02/01/18,21.50,19.75,20.23,-0.15,"36,800",81,19
Mid C Peak,01/02/2018,02/02/18,02/03/18,10.00,5.50,8.03,-12.20,"59,200",73,19
Mid C Peak,02/02/2018,02/05/18,02/05/18,13.50,9.00,12.27,4.24,"28,800",69,17
Mid C Peak,05/02/2018,02/06/18,02/06/18,17.00,12.50,15.27,3.00,"41,600",100,22
Mid C Peak,06/02/2018,02/07/18,02/07/18,16.25,12.25,13.52,-1.75,"38,000",83,20
Mid C Peak,07/02/2018,02/08/18,02/08/18,13.00,9.00,10.46,-3.06,"47,200",109,19
Mid C Peak,08/02/2018,02/09/18,02/10/18,19.00,16.00,17.46,7.00,"91,200",110,20
Mid C Peak,09/02/2018,02/12/18,02/12/18,23.00,20.25,20.95,3.49,"35,600",77,13
Mid C Peak,12/02/2018,02/13/18,02/13/18,25.00,22.75,23.67,2.72,"35,600",83,17
Mid C Peak,13/02/2018,02/14/18,02/14/18,24.00,16.00,19.81,-3.86,"30,000",69,15
Mid C Peak,14/02/2018,02/15/18,02/16/18,20.50,19.75,20.10,0.29,"53,600",60,16
Mid C Peak,15/02/2018,02/17/18,02/17/18,14.00,9.00,10.60,-9.50,"41,200",100,20
Mid C Peak,16/02/2018,02/19/18,02/20/18,40.00,33.00,35.35,24.75,"76,800",86,18
Mid C Peak,20/02/2018,02/21/18,02/21/18,50.00,36.00,37.96,2.61,"36,800",86,19
Mid C Peak,21/02/2018,02/22/18,02/22/18,52.00,46.00,49.34,11.38,"43,200",104,18
Mid C Peak,22/02/2018,02/23/18,02/24/18,24.00,21.25,22.59,-26.75,"48,000",60,16
Mid C Peak,23/02/2018,02/26/18,02/26/18,26.00,24.00,25.21,2.62,"30,000",69,15
Mid C Peak,26/02/2018,02/27/18,02/27/18,23.00,21.00,22.21,-3.00,"28,800",62,17
Mid C Peak,27/02/2018,02/28/18,02/28/18,26.25,25.00,25.60,3.39,"38,400",95,16
Mid C Peak,28/02/2018,03/01/18,03/01/18,25.50,24.00,24.74,-0.86,"40,400",95,18
Mid C Peak,01/03/2018,03/02/18,03/03/18,22.25,20.00,20.94,-3.80,"62,400",71,20
Mid C Peak,02/03/2018,03/05/18,03/05/18,31.00,24.50,26.90,5.96,"35,600",82,17
Mid C Peak,05/03/2018,03/06/18,03/06/18,33.00,30.00,31.06,4.16,"35,600",83,12
Mid C Peak,06/03/2018,03/07/18,03/07/18,32.50,30.25,31.24,0.18,"37,600",90,15
Mid C Peak,07/03/2018,03/08/18,03/08/18,22.00,20.00,20.77,-10.47,"19,200",48,14
Mid C Peak,08/03/2018,03/09/18,03/10/18,19.25,15.50,17.92,-2.85,"33,600",42,15
Mid C Peak,09/03/2018,03/12/18,03/12/18,21.50,18.00,20.86,2.94,"32,400",78,18
Mid C Peak,12/03/2018,03/13/18,03/13/18,21.00,19.75,20.11,-0.75,"25,200",56,16
Mid C Peak,13/03/2018,03/14/18,03/14/18,19.00,18.00,18.20,-1.91,"28,400",67,19
Mid C Peak,14/03/2018,03/15/18,03/15/18,23.75,21.50,23.02,4.82,"32,000",69,16
Mid C Peak,15/03/2018,03/16/18,03/17/18,21.50,19.00,20.73,-2.29,"40,800",46,18
Mid C Peak,16/03/2018,03/19/18,03/19/18,23.00,21.50,22.57,1.84,"29,200",65,17
Mid C Peak,19/03/2018,03/20/18,03/20/18,22.75,19.00,22.29,-0.28,"36,000",82,17
Mid C Peak,20/03/2018,03/21/18,03/21/18,21.00,20.00,20.22,-2.07,"20,400",41,15
Mid C Peak,21/03/2018,03/22/18,03/22/18,18.50,16.50,17.01,-3.21,"28,000",68,16
Mid C Peak,22/03/2018,03/23/18,03/24/18,19.50,18.75,19.09,2.08,"56,000",63,17
Mid C Peak,23/03/2018,03/26/18,03/26/18,19.85,18.75,19.14,0.05,"42,800",90,19
Mid C Peak,26/03/2018,03/27/18,03/27/18,16.00,13.00,14.56,-4.58,"29,200",66,19
Mid C Peak,27/03/2018,03/28/18,03/29/18,17.50,14.50,15.97,1.41,"72,800",88,22
Mid C Peak,28/03/2018,03/30/18,03/31/18,16.75,14.00,16.14,0.17,"58,400",73,17
Mid C Peak,29/03/2018,04/02/18,04/02/18,17.25,14.00,15.48,-0.66,"39,600",70,18
Mid C Peak,02/04/2018,04/03/18,04/03/18,23.00,18.35,20.75,5.27,"29,600",72,17
Mid C Peak,03/04/2018,04/04/18,04/04/18,25.00,23.00,24.14,3.39,"30,000",66,19
Mid C Peak,04/04/2018,04/05/18,04/05/18,25.00,24.25,24.77,0.63,"34,400",69,17
Mid C Peak,05/04/2018,04/06/18,04/07/18,15.00,13.75,14.37,-10.40,"23,200",29,11
Mid C Peak,06/04/2018,04/09/18,04/09/18,24.50,21.00,23.03,8.66,"33,200",70,16
Mid C Peak,09/04/2018,04/10/18,04/10/18,18.00,15.00,16.67,-6.36,"44,400",93,19
Mid C Peak,10/04/2018,04/11/18,04/11/18,23.25,21.00,22.32,5.65,"45,200",103,19
Mid C Peak,11/04/2018,04/12/18,04/12/18,16.50,13.50,14.99,-7.33,"40,400",97,19
Mid C Peak,12/04/2018,04/13/18,04/14/18,18.00,16.00,17.03,2.04,"71,200",79,19
Mid C Peak,13/04/2018,04/16/18,04/16/18,18.00,16.00,17.15,0.12,"40,800",93,21
Mid C Peak,16/04/2018,04/17/18,04/17/18,16.00,13.50,14.43,-2.72,"30,800",76,20
Mid C Peak,17/04/2018,04/18/18,04/18/18,26.50,24.00,25.24,10.81,"44,400",104,16
Mid C Peak,18/04/2018,04/19/18,04/19/18,23.50,22.00,22.78,-2.46,"34,400",69,16
Mid C Peak,19/04/2018,04/20/18,04/21/18,11.25,8.00,10.44,-12.34,"73,600",83,19
Mid C Peak,20/04/2018,04/23/18,04/23/18,22.00,18.00,21.09,10.65,"49,200",121,17
Mid C Peak,23/04/2018,04/24/18,04/24/18,23.50,20.00,20.95,-0.14,"44,400",110,18
Mid C Peak,24/04/2018,04/25/18,04/25/18,25.00,22.00,23.56,2.61,"37,200",79,14
Mid C Peak,25/04/2018,04/26/18,04/26/18,24.00,19.25,21.88,-1.68,"41,200",92,21
Mid C Peak,26/04/2018,04/27/18,04/28/18,7.50,1.00,4.50,-17.38,"57,600",69,18
Mid C Peak,27/04/2018,04/30/18,04/30/18,17.00,9.00,14.23,9.73,"32,000",77,19
Mid C Peak,30/04/2018,05/01/18,05/01/18,19.50,16.25,17.47,3.24,"33,200",77,21
Mid C Peak,01/05/2018,05/02/18,05/02/18,24.00,20.00,22.29,4.82,"38,000",94,18
Mid C Peak,02/05/2018,05/03/18,05/03/18,17.50,16.00,16.94,-5.35,"24,800",61,18
Mid C Peak,03/05/2018,05/04/18,05/05/18,14.00,12.00,12.72,-4.22,"34,400",43,9
Mid C Peak,04/05/2018,05/07/18,05/07/18,24.00,15.00,18.28,5.56,"31,600",73,14
Mid C Peak,07/05/2018,05/08/18,05/08/18,20.00,15.00,17.46,-0.82,"44,400",106,17
Mid C Peak,08/05/2018,05/09/18,05/09/18,11.50,8.50,9.66,-7.80,"42,000",105,19
Mid C Peak,09/05/2018,05/10/18,05/10/18,9.00,5.00,7.58,-2.08,"50,400",119,18
Mid C Peak,10/05/2018,05/11/18,05/12/18,13.50,11.50,12.56,4.98,"64,800",79,16
Mid C Peak,11/05/2018,05/14/18,05/14/18,23.00,19.00,20.45,7.89,"30,000",67,20
Mid C Peak,14/05/2018,05/15/18,05/15/18,18.50,16.25,17.21,-3.24,"31,600",75,16
Mid C Peak,15/05/2018,05/16/18,05/16/18,14.00,9.00,10.51,-6.7,"37,600",83,18
Mid C Peak,16/05/2018,05/17/18,05/17/18,9.50,7.00,8.29,-2.22,"39,200",97,18
Mid C Peak,17/05/2018,05/18/18,05/19/18,10.00,5.00,6.97,-1.32,"51,200",62,19
Mid C Peak,18/05/2018,05/21/18,05/21/18,18.00,8.25,11.76,4.79,"49,200",119,19
Mid C Peak,21/05/2018,05/22/18,05/22/18,19.50,15.50,17.16,5.40,"48,400",118,19
Mid C Peak,22/05/2018,05/23/18,05/23/18,19.50,17.50,18.28,1.12,"47,600",111,18
Mid C Peak,23/05/2018,05/24/18,05/25/18,13.00,10.00,11.45,-6.83,"64,000",80,17
Mid C Peak,24/05/2018,05/26/18,05/26/18,0.25,-1.00,-0.18,-11.63,"20,400",44,17
Mid C Peak,25/05/2018,05/29/18,05/29/18,12.00,9.00,10.78,10.96,"29,600",72,17
Mid C Peak,29/05/2018,05/30/18,05/30/18,15.50,13.50,14.55,3.77,"22,800",50,15
Mid C Peak,30/05/2018,05/31/18,05/31/18,7.50,4.00,6.49,-8.06,"49,600",116,18
Mid C Peak,31/05/2018,06/01/18,06/02/18,8.00,4.00,5.32,-1.17,"74,400",91,19
Mid C Peak,01/06/2018,06/04/18,06/04/18,14.25,13.00,13.93,8.61,"36,800",87,20
Mid C Peak,04/06/2018,06/05/18,06/05/18,16.75,12.25,14.98,1.05,"31,200",74,16
Mid C Peak,05/06/2018,06/06/18,06/06/18,20.75,20.00,20.38,5.40,"24,000",59,16
Mid C Peak,06/06/2018,06/07/18,06/07/18,17.75,15.75,16.72,-3.66,"40,000",98,16
Mid C Peak,07/06/2018,06/08/18,06/09/18,15.00,13.00,13.93,-2.79,"47,200",59,18
Mid C Peak,08/06/2018,06/11/18,06/11/18,21.00,18.00,19.58,5.65,"40,000",95,19
Mid C Peak,11/06/2018,06/12/18,06/12/18,27.00,21.00,23.99,4.41,"42,800",104,21
Mid C Peak,12/06/2018,06/13/18,06/13/18,19.25,16.75,17.94,-6.05,"32,400",81,19
Mid C Peak,13/06/2018,06/14/18,06/14/18,24.00,22.00,23.28,5.34,"32,000",79,19
Mid C Peak,14/06/2018,06/15/18,06/16/18,23.00,20.75,21.73,-1.55,"44,000",53,16
Mid C Peak,15/06/2018,06/18/18,06/18/18,29.00,22.00,25.26,3.53,"22,800",57,18
Mid C Peak,18/06/2018,06/19/18,06/19/18,26.00,23.50,25.21,-0.05,"25,600",63,19
Mid C Peak,19/06/2018,06/20/18,06/20/18,28.00,25.50,26.55,1.34,"29,200",73,19
Mid C Peak,20/06/2018,06/21/18,06/21/18,18.00,16.00,17.33,-9.22,"39,200",98,19
Mid C Peak,21/06/2018,06/22/18,06/23/18,16.00,14.25,14.91,-2.42,"35,200",40,15
Mid C Peak,22/06/2018,06/25/18,06/25/18,13.25,12.75,13.01,-1.90,"11,600",29,14
Mid C Peak,25/06/2018,06/26/18,06/26/18,18.00,16.25,17.36,4.35,"23,200",58,17
Mid C Peak,26/06/2018,06/27/18,06/27/18,17.00,14.75,15.65,-1.71,"22,400",55,16
Mid C Peak,27/06/2018,06/28/18,06/28/18,12.00,8.50,9.78,-5.87,"22,000",54,17
Mid C Peak,28/06/2018,06/29/18,06/30/18,13.00,8.00,10.13,0.35,"57,600",71,20
Mid C Peak,29/06/2018,07/02/18,07/02/18,17.25,15.50,16.59,6.46,"30,800",75,18
Mid C Peak,02/07/2018,07/03/18,07/03/18,28.75,24.50,26.03,9.44,"19,600",49,18
Mid C Peak,03/07/2018,07/05/18,07/05/18,46.50,40.00,42.81,16.78,"30,000",61,18
Mid C Peak,05/07/2018,07/06/18,07/07/18,37.00,28.00,29.95,-12.86,"43,200",54,17
Mid C Peak,06/07/2018,07/09/18,07/09/18,27.00,26.00,26.60,-3.35,"5,200",13,9
Mid C Peak,09/07/2018,07/10/18,07/10/18,27.00,25.50,25.94,-0.66,"22,000",55,18
Mid C Peak,10/07/2018,07/11/18,07/11/18,42.00,36.00,38.69,12.75,"18,000",45,15
Mid C Peak,11/07/2018,07/12/18,07/12/18,51.50,48.00,50.00,11.31,"14,400",36,19
Mid C Peak,12/07/2018,07/13/18,07/14/18,38.25,37.00,37.90,-12.10,"18,400",23,11
Mid C Peak,13/07/2018,07/16/18,07/16/18,56.00,50.00,54.42,16.52,"19,200",44,16
Mid C Peak,16/07/2018,07/17/18,07/17/18,47.00,37.50,39.63,-14.79,"13,600",34,15
Mid C Peak,17/07/2018,07/18/18,07/18/18,33.00,29.00,31.43,-8.20,"17,200",43,18
Mid C Peak,18/07/2018,07/19/18,07/19/18,32.00,28.50,30.18,-1.25,"17,600",38,19
Mid C Peak,19/07/2018,07/20/18,07/21/18,44.00,38.50,40.31,10.13,"40,000",48,18
Mid C Peak,20/07/2018,07/23/18,07/23/18,210.00,185.00,197.94,157.63,"19,200",46,16
Mid C Peak,23/07/2018,07/24/18,07/24/18,250.00,200.00,217.94,20.00,"14,000",35,17
Mid C Peak,24/07/2018,07/25/18,07/25/18,225.00,200.00,214.62,-3.32,"10,400",23,13
Mid C Peak,25/07/2018,07/26/18,07/26/18,200.00,182.00,194.83,-19.79,"12,000",30,15
Mid C Peak,26/07/2018,07/27/18,07/28/18,95.00,80.00,87.05,-107.78,"45,600",57,16
Mid C Peak,27/07/2018,07/30/18,07/30/18,118.00,93.00,105.70,18.65,"26,000",61,20
Mid C Peak,30/07/2018,07/31/18,07/31/18,103.00,83.50,93.35,-12.35,"22,000",53,18
Mid C Peak,31/07/2018,08/01/18,08/01/18,78.00,72.00,75.51,-17.84,"33,600",84,20
Mid C Peak,01/08/2018,08/02/18,08/02/18,65.00,60.00,62.84,-12.67,"26,000",65,19
